school,used,ploc,m_CC,m_EE,m_F,m_G,m_MD,m_NBT,m_NF,m_NS,m_OA,m_RP,m_SP,s_CC,s_EE,s_F,s_G,s_MD,s_NBT,s_NF,s_NS,s_OA,s_RP,s_SP,n_CC,n_EE,n_F,n_G,n_MD,n_NBT,n_NF,n_NS,n_OA,n_RP,n_SP
3909,4,-1.8, , , ,.51225,-.2887,-.0387692307692308, , ,.268666666666667, , , , , ,.427281620636008,1.64856328358968,.665240451997892, , ,1.58811282134908, , , , , ,4,10,13, , ,3, , 
3934,4,-2.75, , , ,.5125,-.0278333333333333,-.186333333333333, , ,.431666666666667, , , , , ,.075632885263841,.445992016506886,.673111300996657, , ,.231993678074784, , , , , ,4,12,18, , ,6, , 
4089,4,-2.61, , , ,.513,.168571428571429,-.124833333333333, , ,-.326285714285714, , , , , ,.378274151024536,.823755598290103,1.15172417126093, , ,1.09037695535164, , , , , ,4,7,6, , ,7, , 
3910,5,1.88, , , ,.514,.31,-.23775,-.298555555555556, ,-.0655, , , , , ,.113416636051919,.786603775734645,1.03021617010356,.727182424002243, ,.734683945652823, , , , , ,4,9,8,9, ,2, , 
3930,5,.55, , , ,.514333333333333,.114571428571429,-.195,-.3324, ,.5995, , , , , ,1.12374670930182,.503433704181091,.473801177241631,.589814993295177, ,.326202902092139, , , , , ,6,14,10,20, ,4, , 
3960,5,1.74, , , ,.515,-.6375,.20375,-.0801111111111111, ,.552666666666667, , , , , ,.231690886024174,1.0074974654346,1.07112607634609,1.21413409931157, ,.222877395294663, , , , , ,4,8,8,9, ,3, , 
3960,5,1.74, , , ,.515,.01625,.454,-.631555555555556, ,-.130333333333333, , , , , ,.231690886024174,.782338938239504,.991862173605069,.494629687521663, ,.969693937968746, , , , , ,4,8,8,9, ,3, , 
3905,5,2.05, , , ,.51575,-.227125,.243428571428571,-.2663, ,.284, , , , , ,.0993591968566574,.461130733709464,1.02002546653549,.991574062903131, ,.189504617357995, , , , , ,4,8,7,10, ,2, , 
3930,5,2.05, , , ,.51575,-.227125,.267857142857143,-.0608, ,.284, , , , , ,.0919887415471511,.44549461276204,.668724947153204,.753528932843046, ,.15472987214282, , , , , ,8,16,14,20, ,4, , 
3929,5,2.05, , , ,.51575,-.39325,.173857142857143,-.085, ,.284, , , , , ,.0919887415471511,1.79174222476337,.591471549110009,.871125104315345, ,.15472987214282, , , , , ,8,16,14,20, ,4, , 
3960,5,.41, , , ,.516,-.266818181818182,.3685,-.4138, ,.582333333333333, , , , , ,.561442784262119,.974647609978275,.661445009052151,1.22814685603962, ,.471834575531157, , , , , ,2,11,6,5, ,6, , 
3932,5,-2.24, , , ,.516,-.453375,-.091,.494, ,.121666666666667, , , , , ,.109241017937403,.256020279144706,.746808617459059,.814063879557373, ,.745280797194364, , , , , ,6,16,10,4, ,6, , 
3934,4,-2.24, , , ,.5166,.081875,-.170416666666667, , ,-.1865, , , , , ,.234400037921878,.753018005539487,.824828040928198, , ,.62056587079858, , , , , ,10,16,24, , ,8, , 
3914,4,-2.24, , , ,.5166,-.20625,.0559999999999999, , ,-.1865, , , , , ,.248618784487416,.434618305445792,1.28133985272519, , ,.670287749154545, , , , , ,5,8,12, , ,4, , 
3911,4,-2.24, , , ,.5166,-.262375,-.1575, , ,.42825, , , , , ,.248618784487416,1.16380189005076,.77977077051237, , ,1.19265875952289, , , , , ,5,8,12, , ,4, , 
3867,4,-2.24, , , ,.5166,-.402375,-.213, , ,.3145, , , , , ,.248618784487416,1.53377665886716,1.10829213411693, , ,.664281315909658, , , , , ,5,8,12, , ,4, , 
3960,4,-2.24, , , ,.5166,.5035,-.18325, , ,-.77725, , , , , ,.248618784487416,1.2755532133157,1.00294440387926, , ,.825738608761877, , , , , ,5,8,12, , ,4, , 
2407,5,1.1, , , ,.516666666666667,-.00533333333333334,.2905,-.151555555555556, ,-.119, , , , , ,.292619776046209,1.38409330128668,.492113299962519,1.11659461210315, ,.728454871628984, , , , , ,3,6,6,9, ,5, , 
3910,5,.86, , , ,.517,-.1288,-.819666666666667,.3915, ,-.153857142857143, , , , , ,.596798123321446,.644673871038683,3.16369117751191,.340244519916682, ,.831049823731291, , , , , ,2,10,6,4, ,7, , 
3910,4,2.12, , , ,.518,-.4245,-.2682,.6085, , , , , , , ,.0410121933088198,1.15906371697159,.833849027102628,.817789887440533, , , , , , , ,2,6,5,6, , , , 
3934,4,-2.9, , , ,.518,.31625,-.456416666666667, , ,.96, , , , , ,.0806920070391114,.761066751343139,.852937885330394, , ,0, , , , , ,6,16,24, , ,2, , 
1357,5,2.02, , , ,.519333333333333,.581142857142857,-.474714285714286,-.49575, ,.423, , , , , ,.0382796725865483,.894909944923962,1.03933355478174,.9258691283638, , , , , , , ,3,7,7,8, ,1, , 
3937,5,.61, , , ,.5195,.116625,-.237857142857143,-.214111111111111, ,.0613333333333333, , , , , ,.880424086124733,.659930084680693,.510947062912491,.732132974814314, ,.906951082841113, , , , , ,8,16,14,18, ,6, , 
4054,6,-.5, , , ,.52,.589666666666667,.5565,.136,-.888,-.598375, , , , , , ,.155760499913596,.620744445538312,.926468923745782, ,.708531063438395, , , , , ,1,3,4,4,1,8, , 
3911,5,1.72, , , ,.52,.00912500000000001,-.262166666666667,-.164166666666667, ,.557333333333333, , , , , ,.234468192583415,.586243595761547,.890221414405802,.886842357280406, ,.224958514694006, , , , , ,4,8,6,6, ,3, , 
3936,5,-1.42, , , ,.52025,.628833333333333,-.3354,-.215125, ,-.564333333333333, , , , , ,1.6680865642149,1.45211837943013,.20745291299741,.142288380879583, ,.245706057448055, , , , , ,8,12,10,16, ,6, , 
3960,5,.6, , , ,.521666666666667,-.434,.8278,-.201375, ,-.479, , , , , ,.455862186777247,.8286651917391,.559646048855882,.98599651368552, ,.804764872493824, , , , , ,3,4,5,8, ,5, , 
3867,5,.6, , , ,.521666666666667,-.44775,-.307,.40225, ,-.0336, , , , , ,.455862186777247,.977078084563017,.751268261009342,1.24100175549548, ,.621984565724906, , , , , ,3,4,5,8, ,5, , 
3867,5,.6, , , ,.521666666666667,.0985,-.307,-.201375, ,.3802, , , , , ,.455862186777247,1.44467355020664,.751268261009342,.98599651368552, ,.693693880613055, , , , , ,3,4,5,8, ,5, , 
3930,5,.6, , , ,.521666666666667,-.434,.0932,-.01525, ,-.2188, , , , , ,.407735535202252,.767194890493934,.788174374389605,1.24822591438142, ,1.73751679768059, , , , , ,6,8,10,16, ,10, , 
3933,5,.6, , , ,.521666666666667,-.4355,-.0958,-.24625, ,.3802, , , , , ,.407735535202252,1.06149288403509,1.07480301037498,1.15054592838936, ,.654020862732137, , , , , ,6,8,10,16, ,10, , 
3930,5,.6, , , ,.521666666666667,.0785,-.307,.107625, ,-.0652, , , , , ,.407735535202252,1.02860974134994,.708302509133241,.590794479211398, ,1.03398224785965, , , , , ,6,8,10,16, ,10, , 
491,7,.19, , , ,.522,-.479333333333333,-.0783333333333334, ,-.5085,.473,-2.088,.0765, , , ,.175362481734264,1.73336676249815,1.34320164780522, ,.590434162290767,.0905993929339485, ,.849235244205044, , , ,2,3,6, ,2,9,1,2
3945,5,-.02, , , ,.5225,-.575363636363636,.385166666666667,-.6414, ,.248285714285714, , , , , ,.531037192671097,2.09889853364698,.554517598157774,.781176868577149, ,.606765939025836, , , , , ,2,11,6,5, ,7, , 
3960,5,1.9, , , ,.5225,.002,.056,-.3245, ,.45, , , , , ,.0894967410952302,.741611084059563,.762371675384501,.800964953754443, , , , , , , ,4,7,8,8, ,1, , 
3929,5,.39, , , ,.522666666666667,.0784444444444444,-.172625,-.343444444444444, ,.338, , , , , ,1.06582750324181,1.16290681545767,.618329348594528,.162470711287123, ,.711295531641619, , , , , ,6,18,16,18, ,4, , 
3897,5,.3, , , ,.523,-.177,-.569166666666667,1.02925, ,-.0788571428571429, , , , , ,.740154038021816,.631293381347637,.978985478271597,.6469396545789, ,1.06922346098643, , , , , ,3,10,6,4, ,7, , 
2407,5,.3, , , ,.523,-.1908,.3815,-.411, ,.0107142857142857, , , , , ,.740154038021816,.921679963737715,.739005480358569,.892978163226851, ,.722899881100584, , , , , ,3,10,6,4, ,7, , 
3931,5,.06, , , ,.523,-.2726,-.0188571428571429,.052, ,-.3494, , , , , ,1.4468397745892,.622279179932752,.978727970153321,.594075059626802, ,.738600057165205, , , , , ,4,10,14,18, ,10, , 
3897,5,-.78, , , ,.523333333333333,-.133333333333333,.155,-.857, ,.557833333333333, , , , , ,.604655549328155,.635373512195779,.663688179795301,.247608562049054, ,.572435993510774, , , , , ,3,9,6,5, ,6, , 
491,4,-2.2, , , ,.524,-.1078,.198, , ,-.322857142857143, , , , , ,.401636651713959,.866320494967076,.890073480112738, , ,1.01379738747796, , , , , ,2,5,11, , ,7, , 
3932,4,-2.56, , , ,.524,.2182,.370714285714286, , ,-2.54466666666667, , , , , ,0,.8224944174076,.517032870339004, , ,2.15198556376818, , , , , ,2,10,14, , ,6, , 
3937,5,1.07, , , ,.525,-.309166666666667,.257333333333333,-.309111111111111, ,.3465, , , , , ,.265757784457953,1.18346892522351,.770859653932288,.807360032589069, ,.941667524805187, , , , , ,6,12,12,18, ,12, , 
3935,5,1.07, , , ,.525,-.334,.2985,-.303777777777778, ,.3465, , , , , ,.265757784457953,1.03328232523177,.469900473021101,.758786147936725, ,.941667524805187, , , , , ,6,12,12,18, ,12, , 
3937,5,1.07, , , ,.525,-.61,-.0418333333333334,.581555555555556, ,-.374166666666667, , , , , ,.265757784457953,.631080746886569,.684882582283381,1.55821557906782, ,.491034313434099, , , , , ,6,12,12,18, ,12, , 
3930,5,1.57, , , ,.525333333333333,-.234,.127428571428571,-.201222222222222, ,.742666666666667, , , , , ,.230949922421868,.808631669223132,.911258952834418,.706866952749164, ,.51387339556224, , , , , ,6,18,14,18, ,6, , 
3935,5,1.57, , , ,.525333333333333,-.460888888888889,.329428571428572,-.336777777777778, ,-.0616666666666666, , , , , ,.230949922421868,1.48486976608126,.779636968208795,1.20091991972603, ,1.49176146439927, , , , , ,6,18,14,18, ,6, , 
3929,5,1.57, , , ,.525333333333333,.000888888888888887,-.570142857142857,.158, ,.039, , , , , ,.230949922421868,.939400615467048,1.02604249853074,.911654862453601, ,.595092597836673, , , , , ,6,18,14,18, ,6, , 
1357,5,2.15, , , ,.5255,.036,.487428571428571,-.621111111111111, ,-.264, , , , , ,.0643467170879758,.777737530704715,.991826573742079,1.67538461587515, ,.892854299424044, , , , , ,2,7,7,9, ,6, , 
3931,5,2.06, , , ,.5255,-.000111111111111093,-.0727142857142857,-.385111111111111, ,.579666666666667, , , , , ,.0259807621135332,.99805922781277,1.4338100629802,1.44281933518612, ,.400960180899135, , , , , ,4,18,14,18, ,6, , 
3931,5,2.15, , , ,.5255,.300285714285714,.0137142857142857,-.362777777777778, ,.0925, , , , , ,.0525388744962559,.889986467362236,.619019252660881,1.0425290265704, ,.704438073928433, , , , , ,4,14,14,18, ,12, , 
2064,8,.12, , , ,.525666666666667,.17175,.253666666666667,-.392,-.891,.13,-.3205,-.2805, , , ,.145500286368561,.298795777524828,.806661680425361,1.19472130641418, ,1.16901211855709,1.49411662864717,1.29046987566545, , , ,3,4,6,3,1,4,2,2
1357,5,1.95, , , ,.52575,.2495,.02,-.182333333333333, ,-1.27833333333333, , , , , ,.0932215103932563,.977116603657341,.701217308889131,.766544519255079, ,3.00573939877251, , , , , ,4,8,8,9, ,3, , 
3931,5,1.95, , , ,.52575,-.55825,.27025,.0724444444444444, ,-.53, , , , , ,.0863063480532325,.777548069253599,.636347441785277,.853307766161102, ,1.35758933407714, , , , , ,8,16,16,18, ,6, , 
3945,5,1.7, , , ,.5265,.0145,.0804285714285714,.099, ,-1.282, , , , , ,.237561921752344,.586384320585545,.7254352388148,1.27317221930107, ,1.84547907059387, , , , , ,4,8,7,9, ,3, , 
3910,5,.37, , , ,.527,.165363636363636,.383333333333333,-1.22875, ,.259142857142857, , , , , ,.574170706323477,.74246027135831,.677694818238023,1.1853669966161, ,.464731976007472, , , , , ,2,11,6,4, ,7, , 
3897,5,-.32, , , ,.527,-.399,.167666666666667,-.01975, ,.141857142857143, , , , , ,.680809077495299,.861317724316772,.440377868048187,.957023641296285, ,.564181834923053, , , , , ,3,10,6,4, ,7, , 
3935,5,2.01, , , ,.527,-.44375,.215285714285714,-.140111111111111, ,.2895, , , , , ,.0943004317517763,1.62049249715429,.931614102064173,.88478637427606, ,.157616623488768, , , , , ,8,16,14,18, ,4, , 
3936,5,1.56, , , ,.528,.00674999999999998,.256285714285714,-.209, ,-.760666666666667, , , , , ,.232282586519093,1.04579943902579,1.09858310344044,.849158199076487, ,.975120231903054, , , , , ,6,16,14,18, ,6, , 
3935,5,.64, , , ,.528,-.272714285714286,-.212,.0799, ,-.442, , , , , ,.82969357510555,.432988084499656,1.1645471883295,.997995406592108, ,.860251901092542, , , , , ,8,14,14,20, ,4, , 
3960,5,.29, , , ,.528333333333333,.00488888888888889,.256333333333333,.099, ,-.410428571428571, , , , , ,.747653886055127,.641496384332064,.422710144977225,.932212422144224, ,1.07278840056227, , , , , ,3,9,6,4, ,7, , 
3932,5,.31, , , ,.52875,-.016625,.197875,.167555555555556, ,-.232333333333333, , , , , ,.88618584797031,1.22776978705293,.785467408617315,1.86071789505215, ,1.45267761966194, , , , , ,8,16,16,18, ,6, , 
2407,5,1.24, , , ,.5295,.232,.124333333333333,-.1015, ,-.203714285714286, , , , , ,.324562012564625,.714485129306412,.685752044595324,.861849078048665, ,.611203107072631, , , , , ,2,7,6,10, ,7, , 
3930,5,1.24, , , ,.5295,-.0704285714285715,.403833333333333,-.04, ,-.108285714285714, , , , , ,.265003773558038,.859028405931842,.615113120909603,.915790254083152, ,.73935017503121, , , , , ,4,14,12,20, ,14, , 
3932,5,1.55, , , ,.529666666666667,.275888888888889,-.460428571428571,.0277777777777778, ,-.089, , , , , ,.232795761702542,.803158536023199,.536688093672768,.77283477844313, ,.720533135948653, , , , , ,6,18,14,18, ,4, , 
1357,5,2.13, , , ,.53,.3546,.308428571428571,-.394090909090909, ,-.0754, , , , , ,.0622253967444162,.206779592803545,.71259639281126,1.77920647787408, ,.918147482706346, , , , , ,2,5,7,11, ,5, , 
3933,5,.57, , , ,.53,-.421,.4016,-.0301111111111111, ,-.0168, , , , , ,.414507901010343,.766267390853685,.512179482429961,.782691652071378, ,1.15245947626997, , , , , ,6,8,10,18, ,10, , 
3931,5,.57, , , ,.53,.0809999999999999,.6988,-.519, ,-.0252, , , , , ,.414507901010343,1.14215135349292,.830363347510527,.821990410706912, ,.584666438616451, , , , , ,6,8,10,18, ,10, , 
2407,5,1.57, , , ,.531,.221666666666667,-.00979999999999999,-.382333333333333, ,.531, , , , , ,.161220346110533,1.27911271330299,.835617556062581,.579196915277237, , , , , , , ,2,3,5,6, ,1, , 
803,5,2, , , ,.531333333333333,.317285714285714,-1.303,-.0568, ,.428, , , , , ,.123977148432013,1.41438829113339,3.1728482472378,1.19000408962883, , , , , , , ,3,7,7,10, ,1, , 
3905,4,-2.95, , , ,.532,-.1229,.269307692307692, , ,-.74275, , , , , ,.0928601098427091,.909869154207229,1.0008219442551, , ,.688878980663513, , , , , ,3,10,13, , ,4, , 
3931,5,1.87, , , ,.53225,-.455571428571429,-.0798571428571429,.092625, ,.457, , , , , ,.085618339156982,.669373727310228,.665405701247553,1.16365354952981, ,0, , , , , ,8,14,14,16, ,2, , 
398,5,1.76, , , ,.532333333333333,.217,.176,-.463222222222222, ,-.033, , , , , ,.140414861511641,.721479036424483,.768992067579374,.777417001643548, ,.729734198184517, , , , , ,3,8,6,9, ,2, , 
2395,5,1.92, , , ,.5325,-.242625,.659857142857143,-.661555555555556, ,.38, , , , , ,.0944333980468069,.922713380277352,.682849282680405,.747175533444302, ,.145804663848589, , , , , ,4,8,7,9, ,3, , 
3910,5,-.34, , , ,.532666666666667,-.182,.345333333333333,-.321666666666667, ,.116857142857143, , , , , ,.687150881054033,1.06157703441625,1.3099112438126,.893505642586175, ,.919996273284378, , , , , ,3,11,6,3, ,7, , 
3910,5,-.34, , , ,.532666666666667,-.184,.172,-.321666666666667, ,.0655714285714286, , , , , ,.687150881054033,1.09725393596925,.44204343677969,.893505642586175, ,1.09564666706362, , , , , ,3,11,6,3, ,7, , 
3936,5,-.34, , , ,.532666666666667,.0170909090909091,.172,-.321666666666667, ,-.196285714285714, , , , , ,.614606432334276,1.36598044011273,.421471879790984,.799175742040927, ,1.42367592620552, , , , , ,6,22,12,6, ,14, , 
3999,7,-.55, , , ,.533,.496714285714286,-.44525,-.56,-.637,-.305666666666667,.696, , , , ,.00282842712474619,.899580775377382,1.12936128704089, , ,1.09695080412326, , , , , ,2,7,4,1,1,6,1, 
3867,5,-.31, , , ,.533,.518428571428571,-.352857142857143,-.0987, ,-.414666666666667, , , , , ,1.57967654917075,1.07175057066198,.678160607469801,.898739493834436, ,1.40208325953442, , , , , ,2,7,7,10, ,6, , 
3960,5,-.31, , , ,.533,.872714285714286,-.336,-.3468, ,-.204833333333333, , , , , ,1.57967654917075,1.0860894245389,.559314759326088,.892269490929979, ,.557929535574759, , , , , ,2,7,7,10, ,6, , 
3934,5,-.31, , , ,.533,-.094,.0548571428571428,.2484, ,.207, , , , , ,1.28980050136962,1.02474612240526,1.20388134204094,1.95745055459498, ,1.9966139518513, , , , , ,4,14,14,20, ,12, , 
3929,5,1.92, , , ,.533,.02875,-.516,.33875, ,.38, , , , , ,.0871681462134288,.785011549808876,1.5321137468652,1.06686328396223, ,.13041165592078, , , , , ,8,16,16,16, ,6, , 
1357,5,1.81, , , ,.533333333333333,.238,.401285714285714,-.430625, ,.47, , , , , ,.110654115754152,1.27397174222979,1.94202966972578,.795267239450273, , , , , , , ,3,8,7,8, ,1, , 
3910,5,.09, , , ,.534,-.0195,-.221,.0835555555555556, ,-.0257142857142858, , , , , , ,.903861438495968,1.10676736489653,1.04230467128272, ,.941616821268205, , , , , ,1,6,6,9, ,7, , 
3905,5,1.53, , , ,.534,-.882571428571429,.00799999999999999,.1438, ,1.415, , , , , ,.262337568792577,1.44216848959508,.60514791580241,.961399084667757, , , , , , , ,3,7,3,5, ,1, , 
2064,5,-1.49, , , ,.535333333333333,.565666666666667,.0251,-.559, ,-.370875, , , , , ,.0488091521472493,.280770962411239,1.07840710206201, , ,1.02399699183431, , , , , ,3,3,10,1, ,8, , 
3910,5,1.97, , , ,.53725,.502333333333333,-.91,-.06625, ,.2955, , , , , ,.103561173548134,1.00507366230872,.795702205602071,.898828404090569, ,.197282791951047, , , , , ,4,6,4,8, ,2, , 
3932,5,.64, , , ,.5375,.0132857142857143,-.0411428571428572,-.1532, ,-.442, , , , , ,.904100026071705,.485764018139139,.929080012878154,.755915032819235, ,.860251901092542, , , , , ,8,14,14,20, ,4, , 
3930,5,-1, , , ,.538333333333333,-.176166666666667,.0751428571428572,.0845, ,-.987, , , , , ,1.54807889549166,.137201135254602,.928767492403268,.993742659688216, ,.536935750346352, , , , , ,6,12,14,20, ,4, , 
3909,5,-2.19, , , ,.5385,.0453,-.307142857142857,.07375, ,-.145857142857143, , , , , ,.144956890143242,.858992310145376,.926599774906698,.73842236107348, ,.782944320832465, , , , , ,2,10,7,4, ,7, , 
3866,5,1.99, , , ,.539666666666667,.112875,.041375,-.318444444444445, ,-.0935, , , , , ,.0247857485933617,1.01834816351917,1.23364221920296,.913961857944727, ,.740340799902315, , , , , ,3,8,8,9, ,2, , 
3910,4,-3.19, , , ,.54,-.0388,-.177375, , ,-.145, , , , , ,.0226274169979695,.947966806732528,1.40409858602796, , ,.925305355004498, , , , , ,2,10,8, , ,4, , 
3934,5,-.37, , , ,.54,.238727272727273,-.496333333333333,-.10775, ,-.291142857142857, , , , , ,.623654391470148,.837422586717476,1.58925787903053,.867951734997813, ,1.17222712797497, , , , , ,6,22,12,8, ,14, , 
398,4,-3.16, , , ,.54025,.391111111111111,-.314785714285714, , ,-.18825, , , , , ,.130829086979922,1.13376689011062,.947120508827551, , ,1.06819235939351, , , , , ,4,9,14, , ,4, , 
3937,4,-3.16, , , ,.54025,-.414666666666667,.5175, , ,-.131, , , , , ,.121124198360903,.634665822210676,1.86108513746386, , ,.704131886996828, , , , , ,8,18,28, , ,8, , 
3945,4,-2.99, , , ,.541333333333333,-.0399090909090909,.0591538461538462, , ,-.2165, , , , , ,.0943627751464174,.83369196404253,1.4024818386319, , ,.898478899770792, , , , , ,3,11,13, , ,4, , 
3905,5,2.24, , , ,.542,.4055,-.0141428571428571,-.206875, ,.3554, , , , , , ,.133040094207223,.746722489409872,.50992644777738, ,.271416285436228, , , , , ,1,4,7,8, ,5, , 
3866,5,1.82, , , ,.542,.5895,-.05525,-.4054, ,.105, , , , , ,.0367695526217004,.567645722847153,1.58010919604582,1.87758610987619, ,.91108698816304, , , , , ,2,4,8,10, ,5, , 
3911,5,-.38, , , ,.543333333333333,-.177454545454545,-.1575,.1936, ,.449714285714286, , , , , ,.701302597552108,.823182284021755,.573470400282351,1.34424506694278, ,.505565595574473, , , , , ,3,11,6,5, ,7, , 
2407,5,1.81, , , ,.544,-.45875,.2955,-.06825, ,-.3114, , , , , ,.0367695526217004,.782488498318027,.388780143525875,1.16291686842059, ,1.02320906954542, , , , , ,2,4,8,8, ,5, , 
3937,4,-2.9, , , ,.5445,.2486,-.373846153846154, , ,.01525, , , , , ,.0829474876912238,.697701067039007,.831038564318537, , ,.568917455724968, , , , , ,8,20,26, , ,8, , 
2064,6,-1.42, , , ,.545,-.567888888888889,-.0418,-.529, ,.692833333333333, ,.371, , , , ,.862637734574086,1.03274934035321, , ,.432118232277541, , , , , ,1,9,5,1, ,6, ,1
750,4,-2.36, , , ,.545,-.6335,.103777777777778, , ,.1036, , , , , ,.0735391052434009,1.42114238085657,.861895698123877, , ,.874027993449485, , , , , ,2,4,9, , ,10, , 
3931,5,.51, , , ,.545,-.198375,-.0325,-.238285714285714, ,.303333333333333, , , , , ,1.0266859305552,.512402950160646,.959000034758428,.507872096038034, ,.764002268757539, , , , , ,8,16,16,14, ,6, , 
3897,5,-.83, , , ,.545333333333333,.0514,-.510833333333333,.106, ,.039, , , , , ,.634934904799959,1.11766862511012,1.32567468357311,.899376450659011, ,.765203023168797, , , , , ,3,10,6,4, ,7, , 
3934,5,-2.53, , , ,.5455,-.310916666666667,-.0823333333333334,-.2584, ,1.04357142857143, , , , , ,.0329089653438086,.314894173619821,.808450069671291,.0989042185371506, ,2.53852875968272, , , , , ,4,24,12,10, ,14, , 
3897,5,-2.33, , , ,.545666666666667,-.3734,.182166666666667,.288, ,-.0971428571428571, , , , , ,.123386925293296,.256309795191505,1.3771160323904,1.39588084496254, ,.793344697797754, , , , , ,3,10,6,4, ,7, , 
3945,5,-2.45, , , ,.546333333333333,-.0407272727272727,.0621666666666667,-.2408, ,.386428571428571, , , , , ,.0558688941481155,.62457907280169,1.38566019162949,.139623422103886, ,2.54720381707359, , , , , ,3,11,6,5, ,7, , 
3999,6,-1.07, , , ,.546666666666667,.118222222222222,-.421857142857143, , ,.42525,-1.11,.313, , , ,.155310441803935,.790145362857015,1.15439225404127, , ,.14191165091939, , , , , ,3,9,7, , ,4,1,1
3936,5,-2.34, , , ,.546666666666667,.1858,-.231,1.19, ,-.669857142857143, , , , , ,.11040410620383,1.15435448354663,.6944117599146,3.08397581980515, ,.283837130205892, , , , , ,6,20,14,8, ,14, , 
3929,5,.29, , , ,.547,-.0334545454545454,.0551666666666667,-.845666666666667, ,.276428571428571, , , , , ,.486128926657665,.943014756601842,.401060148137711,1.05722441641624, ,.446763698388535, , , , , ,4,22,12,6, ,14, , 
3867,4,-3.03, , , ,.5474,-.309666666666667,-.140636363636364, , ,.28775, , , , , ,.097702609995844,1.44351835804052,.836197856099533, , ,.536228418369137, , , , , ,5,9,11, , ,4, , 
750,4,-2.58, , , ,.5485,-.8678,.29, , ,.0939, , , , , ,.918545408059213,.708624865496548,.906054082271031, , ,1.20815428098677, , , , , ,4,5,6, , ,10, , 
3911,4,-3.28, , , ,.54875,-.548875,.228923076923077, , ,-.4025, , , , , ,.17893644122984,.84593860592835,1.02671794743724, , ,.95247283425828, , , , , ,4,8,13, , ,2, , 
3946,5,1.75, , , ,.549,-.450777777777778,.476125,-.349666666666667, ,-.032, , , , , ,.118976188093809,.873738487446012,.912636281408348,1.2072611565026, ,.729734198184517, , , , , ,4,9,8,9, ,2, , 
3930,5,1.75, , , ,.549,.121888888888889,-.067,-.191333333333333, ,-.032, , , , , ,.110150546331568,.713412749839801,.734980634665522,1.01209404352618, ,.595825477803694, , , , , ,8,18,16,18, ,4, , 
3930,5,.65, , , ,.549,-.13575,-.156875,.633375, ,-1.192, , , , , ,.762320517517777,.554775089563329,1.83023753922817,1.84784032048227, ,0, , , , , ,8,16,16,16, ,2, , 
3911,5,1.79, , , ,.5495,.105,-.053,-.0560909090909091, ,.134, , , , , ,.0360624458405139,1.21023923254867,.559370309238114,.674442207241726, ,.756114078694479, , , , , ,2,5,8,11, ,5, , 
3867,5,.98, , , ,.549666666666667,-.241333333333333,-.0156666666666666,-.0631000000000001, ,-.00216666666666669, , , , , ,.31113716160776,.880801150468519,.706256799377299,1.14151959636657, ,.806926865748481, , , , , ,3,6,6,10, ,6, , 
3887,5,.98, , , ,.549666666666667,.839166666666667,-.0393333333333333,.1795, ,-1.54466666666667, , , , , ,.31113716160776,1.82561994036729,.854359799303939,1.0398412539101, ,2.45495121472234, , , , , ,3,6,6,10, ,6, , 
3930,5,.98, , , ,.549666666666667,-.269166666666667,.1785,-.2963, ,-.00216666666666669, , , , , ,.278289537472516,1.25478233051382,1.20906376251138,1.1935629147971, ,.769374578748377, , , , , ,6,12,12,20, ,12, , 
3887,5,1.88, , , ,.55,-.0926,.388714285714286,-.149375, ,-.612, , , , , , ,1.06637015149525,.717068038214347,1.84307746814165, ,2.46178258585116, , , , , ,1,5,7,8, ,5, , 
3932,5,-2.54, , , ,.55,.5228,-.5678,-.253, ,.0801666666666667, , , , , ,.0346410161513775,1.62859298653453,.841968434351576,.094707972209313, ,1.53139952825888, , , , , ,4,20,10,6, ,12, , 
803,5,1.98, , , ,.551,-.056375,-.51175,.62575, ,-.426666666666667, , , , , ,.0240208242989286,.587478373462134,.846105996399303,1.04025515413974, ,1.64904133766663, , , , , ,3,8,8,8, ,3, , 
3935,5,1.47, , , ,.551333333333333,-.433333333333333,.171571428571429,.175375, ,.0636666666666667, , , , , ,.241106338918467,.515701692157508,.948936871879888,.92613374664066, ,.589601447307134, , , , , ,6,18,14,16, ,6, , 
3960,5,1.94, , , ,.553333333333333,.133555555555556,-.203125,.043625, ,-.0805, , , , , ,.0259293913027925,.899573247588976,.741735308487565,.83527239996474, ,.737512372777569, , , , , ,3,9,8,8, ,2, , 
3910,5,1.87, , , ,.554,-.0924,-.240571428571429,.210777777777778, ,.389, , , , , , ,1.07801683660321,.981941589767073,.774519815398189, ,.263216640811329, , , , , ,1,5,7,9, ,3, , 
2064,5,-.32, , , ,.554666666666667,-.0845,.108666666666667, ,.503,-.251555555555556, , , , , ,.103374722893623,.854038808084437,.631965452642258, , ,1.15391118712741, , , , , ,3,8,3, ,1,9, , 
3960,4,-1.39, , , ,.55475,.217555555555556,-.267571428571429, , ,.01975, , , , , ,.623127260945413,.565244440731422,1.18987793260716, , ,.452258314830511, , , , , ,4,9,14, , ,4, , 
3932,4,-1.39, , , ,.55475,-.117333333333333,-.0352142857142857, , ,.01975, , , , , ,.576903742899479,1.0655921303366,.853591295954393, , ,.418709838159349, , , , , ,8,18,28, , ,8, , 
3932,4,-1.39, , , ,.55475,.219444444444444,-.266, , ,.01975, , , , , ,.576903742899479,.649401373413122,1.16408317126811, , ,.418709838159349, , , , , ,8,18,28, , ,8, , 
