trueloc,idall,id1,id2,id3,id4,  seall,se1,se2,se3,se4,  zall,z1,z2,z3,z4,  zzall,zz1,zz2,zz3,zz4
 1.275 , 0.893 , 2.608 , 1.490 , 0.515 , 0.147 , 0.492 , 1.912 , 1.206 , 1.130 , 0.718 ,-0.014 , 0.240 ,-0.131 ,-0.008 ,-0.024 , 1.008 , 0.009 , 1.787 , 1.035 , 0.696
 0.271 ,-0.165 ,-0.165 ,-1.175 ,-0.263 , 0.359 , 0.438 , 0.960 , 1.146 , 1.009 , 0.712 ,-0.010 ,-0.016 ,-0.073 ,-0.022 , 0.022 , 0.725 , 0.894 , 0.550 , 0.733 , 0.655
-1.324 ,-1.993 ,-3.099 ,-1.792 ,-1.515 ,-1.715 , 0.581 , 1.908 , 1.143 , 1.203 , 0.890 ,-0.018 ,-0.234 , 0.092 ,-0.087 ,-0.040 , 0.800 , 0.011 , 1.529 , 0.373 , 0.668
-0.644 ,-0.971 ,-0.397 ,-1.791 ,-0.640 ,-1.144 , 0.477 , 0.961 , 1.889 , 0.946 , 0.747 ,-0.050 ,-0.035 ,-0.246 , 0.002 ,-0.041 , 0.737 , 0.620 , 0.004 , 1.000 , 0.857
-0.437 ,-1.055 ,-2.801 ,-0.622 , 0.230 ,-1.287 , 0.507 , 1.955 , 1.019 , 0.990 , 0.825 , 0.030 ,-0.229 ,-0.017 ,-0.042 ,-0.062 , 1.275 , 0.017 , 1.739 , 1.503 , 0.576
-1.299 ,-1.024 , 1.036 ,-1.624 ,-2.761 ,-1.145 , 0.486 , 1.025 , 1.201 , 1.918 , 0.753 , 0.024 , 0.037 ,-0.095 ,-0.233 , 0.120 , 1.139 , 0.405 , 0.342 , 0.012 , 1.814
 0.374 ,-0.146 , 1.188 ,-0.402 ,-0.867 ,-0.298 , 0.428 , 1.164 , 0.937 , 1.181 , 0.669 , 0.016 , 0.066 , 0.050 ,-0.007 , 0.047 , 1.071 , 0.560 , 1.554 , 0.969 , 1.176
 0.863 , 1.920 ,-0.125 , 2.850 , 2.606 , 2.780 , 0.577 , 0.938 , 1.895 , 1.965 , 1.111 ,-0.062 ,-0.014 , 0.244 , 0.226 ,-0.345 , 1.427 , 0.843 , 0.005 , 0.019 , 4.115
 0.441 , 0.909 , 0.067 , 1.143 , 0.763 , 1.524 , 0.457 , 0.920 , 1.148 , 0.986 , 0.846 , 0.018 , 0.002 , 0.056 ,-0.023 ,-0.008 , 0.940 , 1.079 , 0.659 , 0.941 , 1.054
 1.990 , 4.089 , 2.025 , 2.385 , 2.487 , 3.271 , 1.842 , 1.888 , 1.894 , 1.924 , 1.864 , 0.105 , 0.250 , 0.247 , 0.237 , 0.168 , 0.001 , 0.002 , 0.004 , 0.011 , 0.003
 1.443 , 1.778 ,-0.187 , 3.089 , 2.826 , 1.740 , 0.583 , 0.946 , 1.951 , 1.896 , 0.856 ,-0.032 , 0.013 , 0.224 , 0.245 , 0.071 , 1.158 , 1.076 , 0.019 , 0.005 , 0.471
-0.163 ,-0.673 ,-0.412 ,-1.757 ,-0.100 ,-0.524 , 0.465 , 1.136 , 1.153 , 1.005 , 0.695 ,-0.023 ,-0.041 ,-0.042 ,-0.027 ,-0.012 , 0.865 , 0.756 , 0.753 , 0.526 , 0.969
 1.236 , 0.967 ,-0.186 , 2.909 , 0.525 , 0.949 , 0.494 , 1.134 , 1.912 , 0.998 , 0.838 , 0.065 ,-0.037 , 0.239 , 0.031 , 0.084 , 0.461 , 0.250 , 0.009 , 0.505 , 0.423
 2.477 , 2.544 , 2.461 , 2.620 , 3.335 , 1.439 , 0.751 , 1.909 , 1.891 , 1.908 , 0.814 ,-0.041 , 0.241 , 0.248 , 0.239 ,-0.033 , 1.226 , 0.008 , 0.003 , 0.009 , 1.173
-0.275 ,-0.649 ,-0.464 ,-1.036 , 0.134 ,-1.004 , 0.462 , 0.995 , 1.144 , 0.941 , 0.752 ,-0.008 ,-0.031 , 0.025 , 0.038 ,-0.058 , 1.041 , 0.587 , 1.123 , 1.239 , 0.827
 2.383 , 2.927 , 3.831 , 3.014 , 3.241 , 1.562 , 0.761 , 1.913 , 1.935 , 1.936 , 0.810 , 0.026 , 0.230 , 0.236 , 0.232 , 0.073 , 0.704 , 0.013 , 0.012 , 0.014 , 0.551
 0.783 , 0.276 , 0.919 , 0.293 , 1.384 ,-0.367 , 0.438 , 1.184 , 1.009 , 1.179 , 0.663 , 0.023 , 0.095 , 0.033 , 0.067 ,-0.016 , 0.692 , 0.364 , 0.466 , 0.532 , 0.887
-1.235 ,-1.335 ,-1.162 ,-1.266 , 0.186 ,-3.481 , 0.511 , 0.961 , 1.247 , 0.981 , 1.888 ,-0.031 ,-0.036 ,-0.101 ,-0.044 ,-0.157 , 0.781 , 0.734 , 0.258 , 1.327 , 0.008
 2.444 , 1.978 , 1.178 , 1.230 , 3.074 , 2.415 , 0.578 , 0.997 , 1.171 , 1.890 , 1.112 , 0.087 , 0.040 , 0.088 , 0.245 , 0.102 , 0.400 , 0.530 , 0.420 , 0.005 , 0.244
-0.794 , 0.161 , 1.720 , 1.119 ,-0.678 ,-0.663 , 0.448 , 1.148 , 1.192 , 0.995 , 0.733 ,-0.022 , 0.081 ,-0.091 ,-0.036 ,-0.006 , 1.048 , 0.499 , 1.559 , 0.656 , 0.958
 0.735 , 0.193 ,-0.157 , 0.299 ,-0.284 , 0.621 , 0.452 , 1.012 , 1.035 , 0.954 , 0.763 , 0.026 , 0.039 , 0.004 , 0.011 , 0.063 , 0.678 , 0.521 , 0.844 , 1.115 , 0.419
 1.589 , 1.926 , 2.556 , 0.899 , 3.479 , 1.512 , 0.541 , 1.906 , 0.989 , 1.922 , 0.765 , 0.037 , 0.239 ,-0.012 , 0.233 , 0.045 , 0.679 , 0.008 , 0.873 , 0.012 , 0.537
 2.264 , 2.194 , 1.504 , 2.186 , 2.106 , 2.790 , 0.588 , 1.148 , 1.167 , 1.151 , 1.173 , 0.033 ,-0.007 , 0.034 , 0.053 , 0.095 , 0.714 , 1.024 , 0.766 , 0.636 , 0.206
 1.365 , 1.132 , 0.640 , 0.013 , 2.148 , 1.534 , 0.479 , 0.999 , 0.969 , 1.198 , 0.824 , 0.034 , 0.035 , 0.022 , 0.086 , 0.047 , 0.694 , 0.430 , 0.709 , 0.391 , 0.671
 1.295 , 1.447 , 2.346 , 2.137 , 3.321 ,-0.085 , 0.530 , 1.941 , 1.239 , 1.905 , 0.739 , 0.044 , 0.234 , 0.077 , 0.243 ,-0.000 , 0.605 , 0.013 , 0.361 , 0.006 , 0.403
 0.348 , 0.337 , 1.475 ,-2.734 , 1.399 , 0.520 , 0.440 , 0.981 , 1.914 , 1.153 , 0.706 ,-0.012 , 0.034 ,-0.239 ,-0.145 , 0.025 , 1.025 , 0.533 , 0.009 , 1.835 , 0.779
 1.673 , 2.397 , 2.721 , 1.570 , 2.887 , 2.099 , 0.645 , 1.903 , 1.182 , 1.926 , 0.843 ,-0.087 , 0.243 ,-0.020 , 0.236 ,-0.182 , 1.647 , 0.006 , 1.148 , 0.011 , 2.257
 0.800 , 0.957 , 0.315 , 0.892 , 0.589 , 1.459 , 0.477 , 0.954 , 1.022 , 1.186 , 0.749 ,-0.056 , 0.014 ,-0.013 ,-0.228 , 0.018 , 1.364 , 0.694 , 0.766 , 2.453 , 0.885
-0.152 , 0.017 , 0.028 ,-0.233 , 1.581 ,-0.511 , 0.436 , 0.954 , 1.025 , 1.206 , 0.691 ,-0.011 , 0.028 ,-0.087 , 0.089 , 0.028 , 1.008 , 0.922 , 1.061 , 0.364 , 1.156
 0.859 , 0.784 , 1.557 ,-0.303 , 1.309 , 0.896 , 0.467 , 1.206 , 0.938 , 1.134 , 0.804 , 0.018 , 0.072 ,-0.025 ,-0.046 , 0.013 , 0.878 , 0.492 , 0.748 , 1.269 , 0.929
 0.210 ,-1.226 ,-2.315 ,-1.651 ,-1.644 ,-0.477 , 0.499 , 1.890 , 1.241 , 1.154 , 0.693 , 0.052 ,-0.248 , 0.159 , 0.193 , 0.023 , 1.323 , 0.003 , 1.973 , 2.133 , 1.059
 1.095 , 0.853 , 2.845 , 0.285 ,-0.726 , 1.276 , 0.468 , 1.914 , 1.014 , 0.975 , 0.806 ,-0.080 , 0.239 ,-0.149 ,-0.036 ,-0.092 , 1.547 , 0.009 , 2.649 , 0.488 , 1.594
 0.297 ,-0.722 ,-1.187 ,-1.608 ,-0.979 ,-0.025 , 0.484 , 1.117 , 1.188 , 1.147 , 0.703 , 0.056 ,-0.039 ,-0.074 ,-0.077 , 0.117 , 1.385 , 0.537 , 0.522 , 0.520 , 1.576
-0.071 , 0.123 , 1.988 ,-1.372 , 0.178 , 0.008 , 0.439 , 1.179 , 1.135 , 1.088 , 0.689 , 0.028 ,-0.024 , 0.174 , 0.013 , 0.002 , 1.149 , 1.114 , 2.037 , 0.592 , 1.020
 2.394 , 0.831 , 0.062 , 2.271 , 1.180 , 0.432 , 0.429 , 0.931 , 1.137 , 1.138 , 0.671 , 0.003 ,-0.021 , 0.072 , 0.033 ,-0.022 , 0.838 , 0.801 , 0.567 , 0.808 , 0.766
 0.870 , 0.762 , 1.466 , 1.886 ,-0.583 , 0.611 , 0.449 , 1.183 , 1.148 , 0.996 , 0.699 ,-0.008 , 0.084 ,-0.024 ,-0.045 , 0.016 , 0.985 , 0.443 , 1.132 , 0.971 , 0.711
 0.427 , 0.600 ,-0.122 , 0.264 , 2.846 , 0.327 , 0.429 , 0.969 , 0.991 , 1.897 , 0.669 ,-0.052 , 0.025 ,-0.223 , 0.244 , 0.016 , 1.416 , 0.987 , 2.338 , 0.006 , 1.254
 0.426 , 0.344 , 0.320 , 0.385 , 0.010 , 0.494 , 0.437 , 0.951 , 1.054 , 0.970 , 0.668 ,-0.003 ,-0.056 ,-0.002 , 0.034 , 0.001 , 0.907 , 1.679 , 0.728 , 0.549 , 0.753
 1.005 , 0.638 , 0.143 ,-0.098 , 1.284 , 0.968 , 0.454 , 1.035 , 1.005 , 1.140 , 0.746 , 0.009 , 0.043 ,-0.022 , 0.051 ,-0.053 , 0.879 , 0.615 , 0.611 , 0.685 , 1.355
 0.464 , 0.522 ,-0.124 , 1.284 ,-0.140 , 0.938 , 0.441 , 0.933 , 1.242 , 0.952 , 0.715 ,-0.041 ,-0.010 ,-0.152 ,-0.096 , 0.020 , 1.310 , 1.057 , 2.027 , 1.545 , 0.813
-0.468 , 0.046 , 0.049 , 0.477 , 0.337 ,-0.314 , 0.435 , 0.976 , 0.974 , 0.975 , 0.679 ,-0.000 ,-0.015 , 0.010 , 0.032 ,-0.005 , 0.998 , 1.348 , 0.865 , 0.738 , 0.926
 0.769 , 1.387 , 1.331 , 0.048 , 2.565 , 1.794 , 0.515 , 1.159 , 1.006 , 1.888 , 0.900 , 0.048 , 0.053 ,-0.015 , 0.250 , 0.087 , 0.579 , 0.655 , 0.810 , 0.002 , 0.286
 1.114 , 1.485 , 0.748 , 3.191 , 1.715 , 1.095 , 0.515 , 0.971 , 1.952 , 1.177 , 0.806 ,-0.015 , 0.035 , 0.232 , 0.064 ,-0.075 , 1.064 , 0.522 , 0.015 , 0.544 , 1.453
 0.660 , 1.043 ,-0.332 , 1.309 , 0.435 , 2.306 , 0.491 , 1.058 , 1.174 , 1.097 , 1.091 ,-0.086 ,-0.022 ,-0.182 ,-0.262 , 0.048 , 1.545 , 0.510 , 2.062 , 2.496 , 0.592
-0.021 , 0.228 , 0.262 , 2.039 ,-0.542 ,-0.223 , 0.434 , 1.007 , 1.158 , 1.024 , 0.655 , 0.028 , 0.036 , 0.011 , 0.036 , 0.005 , 1.005 , 0.753 , 0.908 , 1.056 , 0.804
-0.850 ,-0.818 ,-0.853 ,-1.843 , 0.231 ,-0.909 , 0.436 , 0.998 , 1.198 , 0.985 , 0.668 ,-0.003 ,-0.027 ,-0.091 , 0.023 , 0.015 , 0.887 , 0.765 , 0.357 , 0.747 , 1.087
-0.559 ,-0.727 ,-0.003 ,-0.465 ,-1.579 ,-0.864 , 0.454 , 0.931 , 1.031 , 1.180 , 0.710 ,-0.009 , 0.024 ,-0.043 ,-0.080 ,-0.034 , 0.915 , 1.222 , 0.745 , 0.483 , 0.767
-1.645 ,-0.900 , 0.755 ,-2.124 ,-1.684 ,-0.612 , 0.484 , 1.125 , 1.140 , 1.213 , 0.812 , 0.108 , 0.028 , 0.031 , 0.034 ,-0.002 , 1.901 , 1.936 , 1.166 , 1.180 , 1.079
 0.387 , 0.272 , 0.853 ,-0.079 ,-0.707 , 0.545 , 0.448 , 0.935 , 1.049 , 1.049 , 0.727 ,-0.038 , 0.024 ,-0.032 ,-0.078 ,-0.016 , 0.867 , 0.765 , 0.411 , 0.879 , 0.812
 2.529 , 1.006 , 0.064 , 0.243 , 2.455 , 1.149 , 0.472 , 1.030 , 0.998 , 1.165 , 0.810 , 0.006 ,-0.034 ,-0.026 , 0.083 , 0.055 , 0.863 , 0.441 , 1.104 , 0.464 , 0.661
 0.833 , 0.826 , 2.262 , 1.251 , 0.066 , 0.566 , 0.454 , 1.882 , 1.162 , 0.948 , 0.689 , 0.029 , 0.253 ,-0.023 ,-0.021 , 0.020 , 0.740 , 0.000 , 1.132 , 0.793 , 0.723
 0.652 , 0.750 , 0.502 , 2.737 , 1.201 , 0.047 , 0.451 , 0.968 , 1.911 , 1.145 , 0.662 , 0.023 ,-0.004 , 0.237 , 0.036 ,-0.001 , 0.871 , 1.421 , 0.010 , 0.764 , 0.671
 0.588 , 0.925 , 1.413 , 0.392 , 0.667 , 1.082 , 0.469 , 0.979 , 1.104 , 0.930 , 0.866 , 0.039 , 0.010 , 0.047 ,-0.018 , 0.085 , 0.611 , 0.675 , 0.570 , 0.858 , 0.469
-1.422 ,-0.762 ,-1.493 ,-0.031 ,-1.377 ,-0.492 , 0.465 , 1.133 , 0.985 , 1.166 , 0.781 ,-0.043 ,-0.061 , 0.035 , 0.058 ,-0.063 , 0.608 , 0.635 , 0.478 , 1.355 , 0.379
 1.770 , 1.368 , 1.645 , 0.384 , 1.226 , 2.152 , 0.481 , 1.164 , 1.000 , 1.013 , 1.062 ,-0.010 , 0.089 ,-0.058 , 0.018 ,-0.079 , 0.951 , 0.436 , 1.144 , 0.707 , 1.553
-0.092 ,-0.990 ,-3.193 ,-0.437 ,-0.858 ,-0.415 , 0.471 , 1.903 , 1.025 , 0.999 , 0.722 , 0.109 ,-0.238 , 0.225 ,-0.021 , 0.025 , 1.679 , 0.008 , 3.238 , 0.615 , 0.950
-1.153 ,-0.855 ,-2.979 ,-2.145 , 0.907 ,-0.335 , 0.450 , 1.896 , 1.170 , 0.991 , 0.686 ,-0.003 ,-0.245 ,-0.086 , 0.037 , 0.023 , 0.852 , 0.005 , 0.429 , 0.451 , 0.762
-0.453 , 0.274 ,-0.536 ,-0.548 , 0.409 , 1.039 , 0.435 , 0.945 , 1.035 , 0.945 , 0.737 ,-0.001 ,-0.014 ,-0.062 , 0.031 , 0.007 , 1.106 , 0.984 , 0.898 , 0.635 , 1.119
 2.070 , 1.441 , 1.055 , 1.763 , 1.335 , 1.481 , 0.511 , 1.156 , 1.125 , 1.141 , 0.808 ,-0.023 ,-0.002 ,-0.004 ,-0.052 ,-0.011 , 1.114 , 0.967 , 1.018 , 1.296 , 1.052
 0.452 , 1.006 , 1.780 , 3.163 , 0.776 , 0.054 , 0.461 , 1.220 , 1.921 , 0.971 , 0.680 , 0.008 ,-0.102 , 0.239 , 0.027 ,-0.013 , 1.000 , 1.648 , 0.010 , 0.630 , 0.796
 1.565 , 1.179 , 1.334 , 2.515 , 0.891 , 0.793 , 0.479 , 1.166 , 1.910 , 0.972 , 0.703 , 0.020 ,-0.005 , 0.242 , 0.016 , 0.005 , 0.817 , 0.986 , 0.007 , 0.943 , 0.825
 2.204 , 2.740 , 0.890 , 2.567 , 3.296 , 3.662 , 0.762 , 0.991 , 1.888 , 1.937 , 1.875 ,-0.032 ,-0.062 , 0.250 , 0.225 , 0.159 , 1.242 , 1.349 , 0.002 , 0.017 , 0.007
-1.460 ,-1.475 , 0.937 ,-2.204 ,-3.615 ,-1.279 , 0.505 , 1.046 , 1.900 , 1.891 , 0.737 , 0.018 , 0.040 ,-0.244 ,-0.248 ,-0.036 , 1.099 , 0.524 , 0.006 , 0.003 , 0.773
 0.521 , 0.027 ,-0.139 , 1.733 ,-1.428 , 0.001 , 0.433 , 0.938 , 1.219 , 1.184 , 0.686 ,-0.002 , 0.038 , 0.100 , 0.003 , 0.030 , 1.096 , 1.374 , 0.299 , 0.966 , 1.160
 1.621 , 3.673 , 2.981 , 3.469 , 2.298 , 3.601 , 1.033 , 1.909 , 1.893 , 1.158 , 1.874 , 0.038 , 0.238 , 0.247 , 0.024 , 0.162 , 0.535 , 0.009 , 0.004 , 0.837 , 0.005
 0.707 , 1.362 , 3.211 ,-1.112 , 1.478 , 2.223 , 0.497 , 1.929 , 1.226 , 1.163 , 1.085 ,-0.055 , 0.235 , 0.060 ,-0.090 ,-0.033 , 1.360 , 0.012 , 1.428 , 1.506 , 1.151
 1.360 , 0.991 , 0.218 , 1.359 ,-0.177 , 2.201 , 0.475 , 1.022 , 0.960 , 1.084 , 1.126 , 0.042 , 0.024 , 0.023 ,-0.034 , 0.104 , 0.671 , 0.917 , 1.118 , 0.384 , 0.222
-1.235 , 0.198 ,-0.545 , 0.283 , 1.069 , 0.127 , 0.441 , 0.979 , 0.998 , 1.126 , 0.719 ,-0.027 , 0.001 ,-0.185 , 0.003 , 0.007 , 1.080 , 0.817 , 2.095 , 0.974 , 0.820
-1.850 ,-1.307 ,-0.651 ,-1.326 ,-1.357 ,-1.647 , 0.478 , 1.021 , 1.151 , 0.964 , 0.833 ,-0.038 ,-0.036 ,-0.069 ,-0.029 , 0.012 , 0.699 , 0.438 , 0.558 , 0.604 , 1.038
 0.520 , 1.177 , 1.648 , 0.794 , 1.133 , 1.202 , 0.463 , 1.144 , 0.934 , 1.158 , 0.719 , 0.029 , 0.040 , 0.025 ,-0.018 , 0.045 , 0.813 , 0.770 , 0.779 , 1.072 , 0.713
 0.907 , 1.059 , 1.443 , 0.581 , 2.167 , 0.563 , 0.487 , 1.245 , 1.061 , 1.190 , 0.747 ,-0.001 ,-0.000 ,-0.035 , 0.101 , 0.001 , 0.817 , 1.000 , 0.362 , 0.330 , 0.875
-0.656 ,-0.277 , 0.072 ,-0.380 ,-0.381 ,-0.322 , 0.448 , 1.036 , 0.939 , 0.922 , 0.758 , 0.059 ,-0.077 ,-0.025 , 0.011 , 0.184 , 1.456 , 1.149 , 0.750 , 1.058 , 2.197
-0.226 ,-0.148 , 1.719 ,-1.473 ,-0.002 ,-0.254 , 0.434 , 1.285 , 1.145 , 0.971 , 0.669 , 0.047 ,-0.369 , 0.037 , 0.001 , 0.021 , 1.456 , 3.495 , 1.222 , 0.893 , 1.238
-1.265 ,-0.682 ,-0.878 ,-2.130 ,-1.991 , 0.426 , 0.460 , 0.950 , 1.257 , 1.283 , 0.707 , 0.003 ,-0.006 ,-0.085 ,-0.082 ,-0.061 , 1.047 , 1.147 , 0.337 , 0.255 , 1.267
 0.773 , 0.764 ,-0.242 , 1.855 , 0.337 , 0.977 , 0.450 , 0.957 , 1.138 , 1.069 , 0.748 , 0.004 ,-0.025 , 0.075 , 0.054 , 0.009 , 0.825 , 0.946 , 0.547 , 0.625 , 0.800
 1.507 , 0.923 ,-0.654 , 1.871 , 0.911 , 1.464 , 0.457 , 0.960 , 1.177 , 0.970 , 0.825 , 0.034 ,-0.006 , 0.077 , 0.042 , 0.066 , 0.785 , 0.755 , 0.478 , 0.824 , 0.569
-1.502 ,-1.644 , 0.528 ,-1.838 ,-3.084 ,-2.410 , 0.531 , 1.058 , 1.139 , 1.960 , 1.088 ,-0.062 , 0.035 ,-0.062 ,-0.229 ,-0.095 , 0.594 , 0.361 , 0.626 , 0.017 , 0.338
 0.427 , 0.683 ,-0.197 , 1.393 , 1.811 , 0.277 , 0.436 , 1.041 , 1.137 , 1.145 , 0.678 , 0.006 , 0.059 , 0.044 ,-0.080 , 0.001 , 0.926 , 1.402 , 0.725 , 1.426 , 0.639
 0.855 , 1.044 , 3.030 , 0.880 , 0.333 , 0.801 , 0.481 , 1.922 , 1.173 , 0.933 , 0.741 , 0.025 , 0.229 , 0.079 , 0.042 , 0.021 , 0.915 , 0.014 , 0.479 , 1.377 , 0.961
-1.258 ,-2.233 ,-1.931 ,-3.503 ,-2.106 ,-1.740 , 0.581 , 1.202 , 1.924 , 1.164 , 0.875 , 0.087 ,-0.092 ,-0.237 ,-0.080 , 0.195 , 1.613 , 0.364 , 0.011 , 0.483 , 2.275
 0.565 , 0.104 , 1.466 ,-3.005 ,-0.681 , 0.737 , 0.440 , 0.969 , 1.965 , 0.998 , 0.672 , 0.029 ,-0.053 ,-0.217 , 0.021 ,-0.001 , 1.500 , 1.871 , 0.023 , 0.831 , 0.931
 0.781 , 0.903 , 0.350 , 0.115 , 2.326 , 1.074 , 0.474 , 0.927 , 1.100 , 1.914 , 0.753 , 0.040 , 0.018 ,-0.031 , 0.237 , 0.049 , 0.565 , 0.853 , 0.367 , 0.010 , 0.542
 1.155 , 1.716 , 1.052 , 3.695 , 1.142 , 1.562 , 0.547 , 1.014 , 1.990 , 1.135 , 0.857 ,-0.026 , 0.029 , 0.218 ,-0.081 ,-0.030 , 1.186 , 0.482 , 0.025 , 1.465 , 1.108
 1.722 , 1.233 , 2.984 , 0.265 ,-0.873 , 2.587 , 0.493 , 1.892 , 0.967 , 0.970 , 1.092 ,-0.082 , 0.248 , 0.016 ,-0.027 , 0.041 , 1.620 , 0.003 , 0.873 , 1.336 , 0.631
-0.944 ,-1.557 , 0.698 ,-2.953 ,-2.172 ,-2.389 , 0.536 , 0.917 , 1.948 , 1.194 , 1.092 , 0.035 ,-0.022 ,-0.232 ,-0.096 ,-0.085 , 1.154 , 1.218 , 0.015 , 0.346 , 0.358
 2.626 , 3.762 , 2.745 , 3.347 , 2.983 , 3.028 , 1.044 , 1.889 , 1.937 , 1.944 , 1.106 , 0.059 , 0.246 , 0.233 , 0.229 , 0.068 , 0.345 , 0.004 , 0.013 , 0.016 , 0.465
 1.041 , 0.303 , 0.641 ,-0.218 , 0.356 , 0.370 , 0.444 , 1.004 , 0.956 , 0.993 , 0.692 ,-0.004 , 0.063 , 0.003 , 0.030 ,-0.072 , 1.066 , 1.152 , 0.808 , 0.815 , 1.134
 0.832 , 0.801 ,-0.285 , 0.433 , 2.565 , 0.963 , 0.440 , 0.930 , 0.989 , 1.901 , 0.681 , 0.013 ,-0.001 , 0.023 , 0.244 ,-0.008 , 1.030 , 0.947 , 0.906 , 0.005 , 1.261
 2.655 , 2.710 , 2.646 , 0.401 , 2.792 , 4.128 , 0.757 , 1.885 , 0.921 , 1.945 , 1.873 ,-0.087 , 0.252 ,-0.021 , 0.228 , 0.163 , 1.612 , 0.001 , 1.233 , 0.016 , 0.005
 0.372 ,-0.162 , 0.260 , 0.311 , 0.471 ,-0.928 , 0.438 , 0.957 , 1.022 , 0.951 , 0.728 , 0.041 , 0.027 , 0.019 , 0.099 , 0.012 , 1.285 , 0.778 , 0.919 , 1.610 , 1.131
 1.346 , 1.292 , 1.201 , 0.489 , 0.568 , 1.999 , 0.482 , 1.143 , 1.062 , 1.002 , 0.739 , 0.049 , 0.080 , 0.007 , 0.037 ,-0.001 , 0.864 , 0.512 , 0.611 , 0.411 , 1.105
 1.658 , 2.545 , 2.879 , 2.048 , 2.734 , 1.694 , 0.763 , 1.888 , 1.893 , 1.930 , 0.844 , 0.047 , 0.250 , 0.246 , 0.237 , 0.029 , 0.619 , 0.002 , 0.005 , 0.011 , 0.751
 0.296 , 0.726 , 0.437 , 1.672 , 0.507 , 0.589 , 0.443 , 0.979 , 1.186 , 0.944 , 0.691 ,-0.003 ,-0.012 ,-0.072 ,-0.022 , 0.027 , 1.206 , 1.341 , 1.456 , 1.267 , 1.004
 2.290 , 2.300 , 3.011 , 2.851 , 2.084 , 1.567 , 0.638 , 1.919 , 1.941 , 1.168 , 0.817 ,-0.071 , 0.235 , 0.233 ,-0.199 ,-0.036 , 1.426 , 0.011 , 0.014 , 2.178 , 1.186
 2.384 , 1.920 , 1.530 , 2.896 , 2.235 , 1.373 , 0.581 , 1.159 , 1.887 , 1.922 , 0.763 , 0.064 , 0.091 , 0.251 , 0.238 , 0.021 , 0.536 , 0.426 , 0.001 , 0.010 , 0.689
-0.659 ,-0.208 , 0.745 ,-0.482 ,-1.545 , 0.070 , 0.437 , 0.991 , 0.975 , 1.161 , 0.703 ,-0.001 ,-0.173 ,-0.033 ,-0.073 ,-0.001 , 1.004 , 2.017 , 0.539 , 0.503 , 0.984
-0.446 ,-0.455 ,-0.358 , 2.617 ,-3.021 ,-0.797 , 0.437 , 1.034 , 1.910 , 1.910 , 0.726 ,-0.005 , 0.014 , 0.242 ,-0.241 ,-0.024 , 0.885 , 0.563 , 0.007 , 0.008 , 0.845
 0.709 ,-0.012 , 1.238 ,-0.506 ,-1.053 , 0.195 , 0.430 , 1.170 , 0.983 , 1.126 , 0.695 , 0.024 , 0.078 ,-0.036 , 0.068 , 0.030 , 0.862 , 0.487 , 0.513 , 1.387 , 1.018
 0.479 , 0.705 , 0.624 , 2.709 , 1.231 ,-0.160 , 0.459 , 1.004 , 1.913 , 1.157 , 0.681 , 0.004 , 0.028 , 0.236 , 0.007 , 0.055 , 1.007 , 0.560 , 0.010 , 0.946 , 1.307
-0.235 ,-0.473 ,-1.221 ,-0.848 ,-0.119 ,-0.137 , 0.468 , 1.132 , 1.272 , 1.271 , 0.674 ,-0.025 , 0.051 ,-0.100 ,-0.033 ,-0.019 , 0.746 , 1.281 , 0.234 , 0.183 , 1.127
 1.995 , 2.762 , 2.132 , 3.066 , 2.287 , 2.391 , 0.767 , 1.924 , 1.890 , 1.230 , 1.065 , 0.053 , 0.239 , 0.249 , 0.092 , 0.015 , 0.564 , 0.010 , 0.003 , 0.304 , 0.855
 0.799 , 1.046 ,-0.147 , 1.520 , 3.003 , 0.575 , 0.465 , 1.072 , 1.129 , 1.890 , 0.718 , 0.024 ,-0.035 , 0.019 , 0.247 , 0.017 , 0.711 , 0.392 , 0.889 , 0.003 , 0.697
 2.230 , 2.677 , 1.735 , 2.282 , 3.092 , 2.529 , 0.762 , 1.162 , 1.910 , 1.892 , 1.116 , 0.000 , 0.078 , 0.236 , 0.247 ,-0.094 , 0.925 , 0.509 , 0.010 , 0.004 , 1.539
 2.515 , 3.759 , 2.534 , 2.024 , 2.202 , 4.488 , 1.047 , 1.936 , 1.230 , 1.892 , 1.879 , 0.039 , 0.230 , 0.069 , 0.246 , 0.160 , 0.458 , 0.015 , 0.571 , 0.004 , 0.006
 1.000 , 2.240 , 3.184 , 1.760 , 1.234 , 2.440 , 0.637 , 1.926 , 1.169 , 1.196 , 1.078 ,-0.046 , 0.235 , 0.084 ,-0.161 , 0.025 , 1.359 , 0.012 , 0.441 , 1.940 , 0.756
-0.048 ,-0.497 , 0.514 ,-2.789 ,-1.243 , 0.223 , 0.449 , 1.007 , 1.891 , 1.158 , 0.681 , 0.036 , 0.030 ,-0.245 ,-0.084 , 0.048 , 1.111 , 0.530 , 0.005 , 0.473 , 1.292
 2.333 , 2.219 , 0.969 , 2.675 , 2.526 , 2.063 , 0.659 , 1.150 , 1.907 , 1.892 , 0.871 , 0.072 , 0.072 , 0.240 , 0.245 , 0.087 , 0.451 , 0.531 , 0.008 , 0.005 , 0.342
 0.744 , 0.257 , 0.247 , 1.264 ,-3.651 , 1.138 , 0.440 , 0.970 , 1.144 , 1.976 , 0.686 ,-0.074 ,-0.035 , 0.068 ,-0.219 , 0.024 , 1.315 , 0.505 , 0.591 , 0.023 , 0.734
