trueloc,facrasch,facse,idall,id1,id2,id3,id4,  seall,se1,se2,se3,se4,  zall,z1,z2,z3,z4,  zzall,zz1,zz2,zz3,zz4
-0.461,-0.490, 0.450,-0.490,-2.026,-0.509,-1.344, 0.568, 0.450, 1.190, 0.944, 1.127, 0.676,-0.010,-0.609,-0.032,-0.359, 0.473, 1.054, 0.861, 0.852, 0.752, 1.188
 0.797, 0.681, 0.454, 0.681, 1.634, 1.095, 2.420,-0.562, 0.454, 1.161, 1.143, 1.921, 0.769, 0.025, 0.387, 0.193, 0.565,-0.509, 0.689, 0.482, 0.693, 0.075, 0.713
 0.155, 0.533, 0.446, 0.533,-0.506,-0.320, 2.482, 0.932, 0.446, 0.953, 0.946, 1.923, 0.744, 0.020,-0.541,-0.399, 0.630, 0.204, 1.057, 1.875, 1.064, 0.090, 0.956
 1.521, 1.633, 0.530, 1.633, 1.845, 1.956, 1.124, 1.478, 0.530, 1.902, 1.159, 1.140, 0.725, 0.036, 0.270, 0.110,-0.175,-0.011, 0.774, 0.010, 1.234, 1.535, 0.769
 0.917, 0.620, 0.454, 0.620,-0.828,-0.373, 0.995, 1.712, 0.454, 0.946, 1.072, 0.941, 0.836,-0.021,-0.659,-0.316, 0.193, 0.340, 1.427, 1.113, 1.022, 1.412, 1.785
 2.330, 1.427, 0.496, 1.427, 0.929, 2.822, 0.857, 1.508, 0.496, 0.978, 1.915, 0.948, 0.831, 0.054,-0.171, 0.478,-0.250, 0.107, 0.621, 0.923, 0.048, 1.277, 0.475
 1.880, 3.021, 0.765, 3.021, 3.110, 3.256, 3.134, 2.022, 0.765, 1.901, 1.911, 1.909, 0.882, 0.097, 0.254, 0.266, 0.253,-0.143, 0.264, 0.008, 0.016, 0.012, 0.581
-1.116,-0.793, 0.456,-0.793,-0.784,-0.947,-2.360, 0.070, 0.456, 0.935, 1.137, 1.157, 0.712, 0.014,-0.012, 0.045,-0.643, 0.340, 1.118, 1.255, 1.922, 0.697, 0.900
-0.915,-0.635, 0.446,-0.635,-1.019,-1.153,-2.018, 0.381, 0.446, 1.142, 1.188, 1.131, 0.691,-0.011,-0.173,-0.227,-0.588, 0.466, 0.919, 0.787, 0.480, 0.678, 1.108
 2.665, 3.141, 0.755, 3.141, 1.806, 3.003, 3.498, 3.780, 0.755, 0.931, 1.920, 1.911, 1.865, 0.078,-0.589, 0.225, 0.290, 0.231, 0.419, 1.781, 0.009, 0.012, 0.007
 2.098, 1.173, 0.450, 1.173, 1.697, 1.223, 1.423, 0.858, 0.450, 1.191, 0.920, 1.166, 0.677, 0.029, 0.241, 0.011, 0.120,-0.114, 0.826, 0.350, 1.395, 0.956, 0.949
 2.993, 3.571, 1.037, 3.571, 1.847, 3.071, 2.101, 4.052, 1.037, 1.914, 1.899, 1.147, 1.876, 0.061, 0.100, 0.190,-0.390, 0.203, 0.359, 0.002, 0.004, 1.794, 0.011
-1.749,-1.617, 0.521,-1.617,-2.915,-1.550,-1.669,-1.071, 0.521, 1.908, 1.142, 1.143, 0.749,-0.060,-0.455,-0.051,-0.091, 0.149, 0.638, 0.042, 0.714, 0.665, 0.934
-1.005,-0.059, 0.457,-0.059,-0.465,-0.459, 0.333, 0.126, 0.457, 1.138, 1.017, 0.973, 0.738,-0.037,-0.200,-0.161, 0.190,-0.007, 1.436, 0.645, 0.496, 1.660, 2.531
 2.100, 2.087, 0.584, 2.087, 3.511, 1.352, 2.836, 1.323, 0.584, 1.913, 1.193, 1.921, 0.777, 0.058, 0.484,-0.222, 0.346,-0.158, 0.583, 0.050, 1.499, 0.027, 0.611
-1.989,-2.467, 0.637,-2.467,-3.166,-3.118,-1.376,-2.092, 0.637, 1.889, 1.921, 1.126, 0.839,-0.004,-0.354,-0.323, 0.522, 0.068, 0.984, 0.005, 0.029, 3.342, 0.839
 2.826, 3.169, 1.029, 3.169, 1.330, 2.734, 2.804, 3.425, 1.029, 1.162, 1.887, 1.916, 1.867, 0.035,-0.604, 0.202, 0.200, 0.189, 0.619, 3.053, 0.001, 0.007, 0.005
-1.908,-1.909, 0.649,-1.909,-1.130,-2.315,-2.911,-1.326, 0.649, 1.139, 1.922, 1.918, 0.879,-0.083, 0.192,-0.293,-0.394, 0.039, 0.425, 1.239, 0.018, 0.032, 0.424
-1.181,-3.566, 1.039,-3.566,-3.406,-1.062,-2.685,-4.075, 1.039, 1.932, 1.235, 1.921, 1.875, 0.042,-0.211, 1.005,-0.153,-0.214, 1.322, 0.016, 6.446, 0.005, 0.008
-1.386,-1.825, 0.528,-1.825,-2.057,-1.599,-2.365,-1.505, 0.528, 1.180, 1.130, 1.200, 0.823,-0.034,-0.031, 0.083,-0.242, 0.011, 0.786, 1.542, 1.379, 0.334, 0.616
-1.493,-1.876, 0.592,-1.876,-3.472,-1.706,-0.990,-1.825, 0.592, 1.964, 1.186, 0.981, 1.084,-0.074,-0.470,-0.040, 0.297,-0.078, 0.499, 0.153, 0.556, 0.961, 0.426
 0.362, 0.610, 0.436, 0.610, 0.126, 0.012, 0.961, 0.988, 0.436, 0.981, 0.961, 1.015, 0.709, 0.027,-0.128,-0.297, 0.199, 0.181, 1.093, 0.662, 2.136, 1.389, 0.940
 2.111, 1.804, 0.509, 1.804, 0.487, 0.923, 3.460, 2.371, 0.509, 0.947, 1.002, 1.916, 0.865, 0.022,-0.573,-0.268, 0.546, 0.202, 0.894, 1.784, 0.824, 0.061, 0.765
-1.991,-1.909, 0.575,-1.909,-0.840,-3.748,-1.724,-1.484, 0.575, 1.146, 1.930, 1.135, 0.839,-0.008, 0.293,-0.593, 0.081, 0.090, 0.962, 1.549, 0.091, 1.443, 0.941
-1.045,-1.053, 0.476,-1.053,-2.194,-0.722, 0.615,-1.814, 0.476, 1.938, 1.031, 0.936, 0.813,-0.024,-0.414, 0.115, 0.830,-0.326, 0.827, 0.052, 0.922, 1.457, 0.525
-1.044,-1.017, 0.481,-1.017,-2.527,-1.195,-1.098,-0.314, 0.481, 1.912, 1.161, 0.955, 0.716, 0.032,-0.507,-0.099,-0.048, 0.407, 1.280, 0.051, 0.870, 1.671, 1.931
-1.202,-1.453, 0.503,-1.453,-1.871,-1.972,-1.296,-1.098, 0.503, 1.217, 1.184, 1.170, 0.740,-0.003,-0.196,-0.181,-0.026, 0.194, 1.099, 0.616, 1.261, 0.717, 1.695
-0.438,-1.569, 0.546,-1.569,-0.556,-2.644,-2.869,-1.141, 0.546, 0.970, 1.943, 1.932, 0.785,-0.030, 0.590,-0.395,-0.445, 0.051, 0.778, 2.629, 0.056, 0.062, 0.463
-0.627,-1.014, 0.497,-1.014,-2.089, 0.024,-2.111,-0.552, 0.497, 1.904, 0.958, 1.156, 0.724,-0.011,-0.416, 0.540,-0.442, 0.132, 0.944, 0.022, 2.169, 0.504, 0.934
-0.891,-0.533, 0.449,-0.533,-0.740,-0.200,-1.551,-0.186, 0.449, 0.983, 1.000, 1.223, 0.695,-0.024,-0.072, 0.094,-0.395, 0.128, 0.985, 1.039, 0.763, 1.306, 1.136
 0.355,-0.375, 0.472,-0.375,-1.112,-1.263, 0.737,-0.198, 0.472, 0.998, 1.254, 1.056, 0.737,-0.038,-0.321,-0.320, 0.391, 0.031, 0.592, 0.941, 0.369, 0.574, 0.544
 1.659, 0.947, 0.453, 0.947, 0.634, 1.364, 2.722, 0.300, 0.453, 0.930, 1.138, 1.896, 0.694,-0.049,-0.129, 0.190, 0.592,-0.450, 1.391, 1.160, 0.807, 0.039, 2.376
-0.362, 0.093, 0.447, 0.093,-0.583,-0.173, 1.885,-0.320, 0.447, 1.032, 0.993, 1.190, 0.735,-0.008,-0.363,-0.124, 0.809,-0.180, 1.017, 1.390, 0.546, 1.215, 0.831
 0.122, 0.497, 0.445, 0.497, 0.716, 1.534, 0.654,-0.105, 0.445, 0.986, 1.216, 0.975, 0.690, 0.039, 0.105, 0.382, 0.128,-0.210, 0.910, 1.775, 0.379, 1.655, 0.593
 0.056, 0.477, 0.419, 0.477,-0.254, 1.361, 3.068,-0.549, 0.419, 0.934, 1.139, 1.889, 0.721,-0.001,-0.358, 0.341, 0.909,-0.448, 0.938, 1.121, 1.109, 0.041, 0.675
-1.592,-1.195, 0.472,-1.195,-2.141,-1.458,-1.763,-0.439, 0.472, 1.187, 1.010, 1.248, 0.690,-0.039,-0.368,-0.140,-0.223, 0.267, 0.911, 0.417, 1.518, 1.042, 0.918
 1.889, 2.072, 0.587, 2.072, 2.357, 2.840, 1.370, 1.771, 0.587, 1.222, 1.887, 1.143, 0.876, 0.019, 0.159, 0.368,-0.137,-0.148, 0.850, 0.411, 0.003, 0.990, 1.520
-0.048,-0.160, 0.446,-0.160,-0.808,-0.994, 0.149, 0.271, 0.446, 1.115, 1.153, 1.040, 0.668,-0.024,-0.230,-0.333, 0.102, 0.170, 0.927, 0.629, 0.883, 1.009, 1.224
 1.181, 1.303, 0.494, 1.303, 1.815, 1.576, 3.349, 0.179, 0.494, 1.917, 0.944, 1.947, 0.705, 0.062, 0.309, 0.133, 0.637,-0.385, 0.575, 0.019, 0.769, 0.158, 0.671
-1.858,-1.854, 0.526,-1.854,-2.097,-1.796,-1.927,-1.701, 0.526, 1.143, 1.214, 1.176, 0.832, 0.023, 0.123,-0.065,-0.075, 0.067, 1.150, 2.760, 0.558, 0.784, 1.227
 1.284, 1.902, 0.577, 1.902, 3.175, 1.820, 0.172, 2.460, 0.577, 1.910, 1.204, 0.992, 1.102, 0.050, 0.448,-0.013,-0.610, 0.214, 0.661, 0.043, 1.186, 1.406, 0.230
 1.057, 0.686, 0.460, 0.686, 0.470,-0.202, 1.567, 0.849, 0.460, 1.054, 1.007, 1.282, 0.673,-0.043,-0.035,-0.614, 0.304, 0.065, 1.235, 0.570, 3.397, 0.253, 1.158
-0.251,-0.067, 0.440,-0.067,-1.497,-0.197, 2.577,-0.344, 0.440, 1.143, 1.030, 1.906, 0.720,-0.009,-0.607,-0.098, 0.894,-0.116, 0.927, 1.145, 1.057, 0.154, 0.756
-1.158,-1.468, 0.541,-1.468,-1.112,-3.742,-1.475,-0.692, 0.541, 1.220, 1.977, 1.130, 0.748,-0.056, 0.036,-0.684,-0.054, 0.212, 0.781, 0.785, 0.281, 0.866, 0.921
-1.030,-0.435, 0.451,-0.435, 0.993,-0.975,-0.163,-1.032, 0.451, 0.972, 0.991, 1.021, 0.738, 0.011, 0.737,-0.244, 0.095,-0.267, 1.180, 1.727, 0.867, 1.159, 1.060
 1.362, 1.636, 0.551, 1.636, 1.422, 3.697, 2.264, 0.532, 0.551, 1.182, 1.936, 1.274, 0.710, 0.038, 0.043, 0.654, 0.247,-0.377, 0.845, 0.486, 0.132, 0.535, 1.314
 0.072,-0.499, 0.427,-0.499,-0.961, 0.040,-0.663,-0.394, 0.427, 0.927, 0.992, 0.925, 0.673,-0.004,-0.233, 0.163,-0.060, 0.054, 1.099, 1.154, 0.786, 1.561, 1.326
 0.796, 0.576, 0.432, 0.576,-0.208, 1.377, 0.852, 0.410, 0.432, 0.949, 0.945, 0.951, 0.704, 0.010,-0.359, 0.371, 0.125,-0.043, 0.901, 1.129, 0.988, 0.992, 0.863
-0.286,-0.328, 0.428,-0.328, 0.081, 1.240, 0.090,-1.746, 0.428, 0.966, 1.142, 0.941, 0.836,-0.014, 0.181, 0.686, 0.196,-0.567, 0.919, 0.676, 0.966, 0.944, 0.645
 2.037, 2.510, 0.760, 2.510, 1.898, 2.992, 2.726, 1.837, 0.760, 1.184, 1.921, 1.906, 1.075,-0.010,-0.075, 0.302, 0.269,-0.273, 1.155, 0.683, 0.021, 0.011, 2.586
-0.502,-0.969, 0.466,-0.969,-0.500,-0.835,-2.620,-0.645, 0.466, 0.923, 1.025, 1.889, 0.736,-0.026, 0.187, 0.007,-0.569, 0.122, 0.779, 1.140, 0.541, 0.015, 1.110
 0.562, 0.410, 0.438, 0.410,-0.296, 2.314, 1.164,-0.302, 0.438, 0.947, 1.250, 1.143, 0.702,-0.009,-0.376, 0.659, 0.301,-0.315, 0.972, 1.430, 0.457, 0.954, 0.847
 1.430, 1.564, 0.517, 1.564, 1.860,-0.163, 1.836, 2.136, 0.517, 1.907, 1.089, 1.144, 0.855,-0.041, 0.277,-1.071, 0.101, 0.244, 1.441, 0.014, 4.085, 1.130, 0.771
 0.480, 0.776, 0.454, 0.776, 1.451, 1.807, 0.151, 0.506, 0.454, 1.181, 1.891, 0.933, 0.686, 0.005, 0.204, 0.414,-0.285,-0.153, 0.994, 1.570, 0.012, 0.881, 1.367
 0.050,-0.259, 0.457,-0.259, 1.590,-0.705,-1.078,-0.578, 0.457, 1.191, 1.142, 1.022, 0.709,-0.045, 0.699,-0.348,-0.325,-0.126, 1.114, 0.437, 1.876, 0.860, 1.151
 0.596, 0.836, 0.455, 0.836, 1.665, 0.727,-0.231, 1.237, 0.455, 1.184, 0.943, 0.942, 0.831, 0.003, 0.221,-0.026,-0.574, 0.198, 1.049, 1.860, 1.296, 1.572, 0.441
 2.764, 2.691, 0.757, 2.691, 1.027, 2.860, 3.359, 2.532, 0.757, 1.153, 1.915, 1.915, 1.086,-0.052,-0.936, 0.258, 0.335, 0.042, 1.537, 6.719, 0.015, 0.022, 0.515
 0.312, 1.062, 0.471, 1.062, 1.878, 1.897, 0.459, 0.583, 0.471, 1.146, 1.168, 0.940, 0.727, 0.035, 0.331, 0.342,-0.231,-0.134, 0.803, 0.771, 0.546, 1.096, 0.896
 1.360, 1.727, 0.541, 1.727, 1.207, 0.750, 1.480, 2.955, 0.541, 1.174, 0.964, 1.225, 1.110,-0.014,-0.070,-0.342,-0.386, 0.365, 1.151, 0.765, 1.050, 3.721, 0.310
-0.666,-0.960, 0.462,-0.960,-1.266,-1.335,-2.715,-0.073, 0.462, 1.156, 1.032, 1.896, 0.671, 0.010,-0.035,-0.140,-0.586, 0.407, 1.077, 1.655, 1.205, 0.039, 1.196
 1.964, 2.080, 0.647, 2.080, 3.426, 1.798, 0.751, 2.016, 0.647, 1.905, 1.889, 1.001, 1.082, 0.042, 0.471, 0.217,-0.595, 0.057, 0.676, 0.036, 0.002, 2.045, 0.532
-0.247,-0.814, 0.475,-0.814,-0.272,-1.083,-2.258,-0.481, 0.475, 0.929, 1.163, 1.903, 0.710,-0.029, 0.319,-0.133,-0.495, 0.083, 0.765, 1.907, 0.800, 0.040, 0.612
 2.066, 1.724, 0.578, 1.724, 0.680, 2.425, 2.551, 1.395, 0.578, 1.137, 1.890, 1.934, 0.731,-0.007,-0.601, 0.348, 0.354,-0.068, 1.112, 4.143, 0.012, 0.037, 0.759
-0.706,-0.390, 0.435,-0.390, 0.058,-1.585,-0.035,-0.297, 0.435, 0.949, 1.196, 0.973, 0.681, 0.037, 0.359,-0.445, 0.172, 0.049, 1.027, 2.506, 0.337, 1.155, 0.765
 1.379, 1.334, 0.493, 1.334, 0.777, 2.662, 0.690, 1.476, 0.493, 0.959, 1.905, 1.030, 0.813, 0.052,-0.253, 0.461,-0.167, 0.110, 0.662, 1.494, 0.043, 0.618, 0.631
-0.432,-0.649, 0.476,-0.649,-0.555,-1.201,-0.025,-0.738, 0.476, 0.988, 1.246, 1.133, 0.726, 0.009, 0.068,-0.030, 0.122,-0.059, 1.173, 2.105, 2.410, 0.421, 0.918
 0.635, 0.461, 0.436, 0.461, 2.031, 0.387,-0.005, 0.116, 0.436, 1.199, 1.043, 0.918, 0.681, 0.031, 0.667,-0.027,-0.225,-0.130, 1.195, 1.236, 2.365, 1.136, 0.789
-0.368,-0.403, 0.430,-0.403, 0.323,-0.519, 1.201,-1.689, 0.430, 0.964, 0.980, 1.153, 0.844,-0.000, 0.330, 0.102, 0.644,-0.539, 1.281, 0.896, 2.488, 0.471, 1.083
 2.793, 2.633, 0.642, 2.633, 2.700, 2.932, 1.536, 2.796, 0.642, 1.166, 1.890, 1.162, 1.086, 0.071, 0.095, 0.290,-0.223, 0.098, 0.498, 0.612, 0.004, 1.067, 0.504
-1.536,-1.793, 0.635,-1.793,-2.949,-0.696,-1.235,-1.983, 0.635, 1.915, 1.131, 1.148, 1.081,-0.034,-0.412, 0.318, 0.087,-0.082, 0.753, 0.051, 1.704, 0.857, 0.688
 1.983, 2.566, 0.764, 2.566, 2.325, 3.102, 0.264, 3.721, 0.764, 1.888, 1.962, 1.029, 1.871,-0.133, 0.222, 0.300,-1.765, 0.290, 2.329, 0.002, 0.037, 9.728, 0.018
-0.928,-1.518, 0.527,-1.518,-0.838,-1.753,-1.718,-1.594, 0.527, 1.135, 1.208, 1.221, 0.805,-0.050, 0.146,-0.137,-0.147,-0.056, 0.698, 1.084, 0.683, 0.352, 0.888
 0.657, 0.949, 0.496, 0.949, 0.656, 0.885, 1.521, 0.868, 0.496, 1.135, 0.984, 1.239, 0.774, 0.025,-0.179, 0.014, 0.225, 0.032, 0.713, 1.960, 0.650, 0.378, 0.528
-0.071, 0.195, 0.446, 0.195,-0.259,-0.656, 0.231, 1.080, 0.446, 0.951, 0.941, 0.985, 0.869, 0.018,-0.192,-0.388, 0.031, 0.320, 0.889, 1.232, 0.979, 1.460, 0.522
 0.849, 0.308, 0.437, 0.308,-1.068, 0.280, 0.500, 0.815, 0.437, 1.071, 0.945, 1.047, 0.705,-0.042,-0.745,-0.001, 0.101, 0.217, 1.329, 2.658, 1.055, 1.039, 1.071
 1.220, 0.649, 0.435, 0.649, 3.109, 1.777, 0.313,-0.733, 0.435, 1.925, 1.182, 0.928, 0.844, 0.006, 0.811, 0.430,-0.162,-0.524, 0.727, 0.158, 0.362, 0.935, 0.505
 1.140, 1.147, 0.507, 1.147, 1.974, 2.553, 0.768, 0.406, 0.507, 1.190, 1.921, 1.172, 0.702, 0.032, 0.325, 0.479,-0.153,-0.246, 0.753, 0.439, 0.053, 1.555, 0.836
 0.650, 1.207, 0.489, 1.207, 1.480, 2.714, 1.125, 0.595, 0.489, 1.122, 1.927, 1.135, 0.699, 0.041, 0.130, 0.499, 0.008,-0.217, 0.777, 0.915, 0.068, 1.006, 0.993
-0.350,-0.425, 0.454,-0.425,-1.066, 0.242,-0.390,-0.522, 0.454, 1.142, 0.970, 1.060, 0.738,-0.031,-0.285, 0.342,-0.018,-0.097, 1.247, 0.539, 1.579, 4.028, 0.475
 0.990, 0.295, 0.462, 0.295, 1.983,-1.863,-1.361, 1.564, 0.462, 1.204, 1.179, 1.275, 0.893, 0.018, 0.647,-0.925,-0.548, 0.458, 0.952, 0.681, 0.988, 0.283, 0.566
-0.936,-0.420, 0.432,-0.420,-0.180,-1.714,-0.454, 0.104, 0.432, 0.943, 1.131, 1.006, 0.700,-0.013, 0.091,-0.542,-0.047, 0.217, 0.798, 1.331, 0.605, 0.858, 0.665
 2.411, 1.656, 0.590, 1.656, 1.256, 2.107, 1.594, 1.545, 0.590, 1.139, 1.904, 1.151, 0.916, 0.019,-0.066, 0.305, 0.061,-0.103, 0.919, 0.961, 0.012, 0.651, 1.662
 0.312, 0.407, 0.426, 0.407, 0.686,-0.738,-0.136, 1.294, 0.426, 0.975, 0.937, 0.933, 0.806, 0.022, 0.180,-0.541,-0.253, 0.363, 0.940, 1.220, 1.161, 0.858, 0.708
 1.164, 2.333, 0.653, 2.333, 2.363, 2.472, 1.048, 2.503, 0.653, 1.910, 1.143, 1.337, 1.103,-0.022, 0.243, 0.080,-0.705, 0.137, 1.210, 0.011, 0.963, 4.953, 0.260
-1.084,-0.973, 0.461,-0.973,-1.241,-2.354,-1.078,-0.229, 0.461, 1.248, 1.156, 1.128, 0.673,-0.038,-0.151,-0.562,-0.098, 0.310, 0.738, 0.341, 0.571, 0.750, 0.933
 0.089, 0.287, 0.439, 0.287, 0.545,-1.434, 1.172, 0.713, 0.439, 1.028, 1.128, 1.143, 0.753, 0.020, 0.114,-0.780, 0.372, 0.196, 0.748, 0.538, 1.055, 0.693, 0.514
 1.107, 0.813, 0.437, 0.813, 1.754,-1.541, 1.746, 1.161, 0.437, 1.179, 1.168, 1.153, 0.707,-0.054, 0.366,-1.213, 0.383, 0.097, 1.343, 0.597, 1.767, 0.486, 1.340
-1.345,-2.402, 0.657,-2.402,-3.333,-2.939,-0.096,-3.867, 0.657, 1.958, 1.947, 0.970, 1.896,-0.021,-0.358,-0.298, 1.195,-0.323, 0.818, 0.061, 0.036, 2.403, 0.041
 0.167, 0.300, 0.436, 0.300, 1.075,-0.687, 0.260, 0.457, 0.436, 1.159, 1.013, 0.950, 0.688, 0.022, 0.302,-0.385, 0.013, 0.090, 0.789, 1.079, 0.731, 0.870, 0.771
 0.729, 0.605, 0.462, 0.605, 0.993, 1.340, 3.057,-0.700, 0.462, 1.133, 1.166, 1.940, 0.694, 0.017, 0.190, 0.256, 0.779,-0.571, 1.022, 0.701, 1.328, 0.230, 0.966
 2.411, 2.503, 0.644, 2.503, 3.514, 1.908, 2.492, 1.958, 0.644, 1.901, 1.187, 1.919, 0.847, 0.010, 0.403,-0.129, 0.234,-0.229, 0.890, 0.021, 1.073, 0.014, 1.694
 0.497, 0.458, 0.439, 0.458,-0.206, 1.745, 0.789, 0.050, 0.439, 0.992, 1.160, 1.018, 0.687,-0.022,-0.267, 0.519, 0.141,-0.252, 0.906, 0.640, 0.556, 0.596, 1.350
 1.578, 1.246, 0.531, 1.246, 2.465, 2.040,-1.396, 2.340, 0.531, 1.912, 1.224, 1.222, 1.176, 0.062, 0.441, 0.323,-1.047, 0.296, 0.614, 0.036, 0.627, 0.649, 0.192
-1.520,-1.182, 0.486,-1.182,-2.119,-0.553,-0.836,-1.438, 0.486, 1.907, 0.965, 0.948, 0.845,-0.044,-0.387, 0.301, 0.166,-0.150, 0.670, 0.022, 1.248, 1.282, 0.484
-0.348,-0.040, 0.445,-0.040,-0.050,-0.999,-1.144, 1.120, 0.445, 1.091, 0.945, 1.139, 0.757, 0.015,-0.032,-0.432,-0.456, 0.498, 0.849, 0.530, 1.130, 0.543, 0.790
 2.517, 2.934, 0.765, 2.934, 2.084, 3.635, 1.261, 3.940, 0.765, 1.135, 1.948, 1.138, 1.882,-0.184,-0.373, 0.322,-1.375, 0.253, 3.029, 2.461, 0.044,12.990, 0.027
-0.995,-0.858, 0.481,-0.858,-1.429,-0.645,-0.735,-0.779, 0.481, 1.212, 1.030, 1.188, 0.718, 0.070,-0.241, 0.059, 0.340, 0.097, 1.536, 0.352, 1.368, 3.659, 1.610
 0.132,-0.243, 0.440,-0.243,-1.827,-0.022,-0.815, 0.535, 0.440, 1.229, 1.013, 0.984, 0.690, 0.000,-0.547, 0.112,-0.234, 0.335, 0.703, 0.451, 0.591, 0.712, 0.767
-1.289,-1.888, 0.542,-1.888,-2.966,-0.849,-1.744,-2.090, 0.542, 1.920, 0.990, 1.179, 0.874,-0.048,-0.409, 0.361, 0.074,-0.133, 0.631, 0.036, 1.096, 1.444, 0.356
 1.277, 0.844, 0.486, 0.844, 2.823, 1.463, 1.031, 0.015, 0.486, 2.002, 1.236, 1.157, 0.672, 0.012, 0.576, 0.255, 0.094,-0.433, 0.989, 0.248, 0.283, 0.910, 1.563
-0.187,-0.253, 0.446,-0.253, 1.573,-0.764, 0.134,-0.962, 0.446, 1.338, 0.960, 0.963, 0.739,-0.013, 0.566,-0.278, 0.184,-0.269, 0.728, 0.242, 1.208, 0.873, 0.588
 1.671, 1.291, 0.523, 1.291, 1.536, 1.449, 1.464, 0.959, 0.523, 1.164, 1.170, 1.158, 0.825, 0.050, 0.109, 0.133, 0.081,-0.036, 0.722, 1.036, 0.486, 1.062, 0.762
-0.187,-0.023, 0.430,-0.023, 1.629,-0.800, 0.036,-0.337, 0.430, 1.161, 0.936, 0.982, 0.667, 0.023, 0.686,-0.389, 0.052,-0.117, 1.059, 0.889, 1.428, 0.968, 1.003
 1.880, 1.994, 0.643, 1.994,-0.151, 1.626, 2.801, 3.506, 0.643, 1.020, 1.192, 1.889, 1.885, 0.033,-0.742,-0.146, 0.371, 0.340, 0.760, 1.698, 1.609, 0.009, 0.033
-1.212,-0.341, 0.447,-0.341,-0.032, 0.310,-0.767,-0.593, 0.447, 1.000, 0.936, 0.918, 0.749,-0.021, 0.074, 0.316,-0.212,-0.141, 0.799, 0.678, 1.580, 1.158, 0.509
-0.427,-0.576, 0.424,-0.576,-0.454,-1.104, 0.639,-0.908, 0.424, 0.951, 0.960, 1.146, 0.680,-0.005, 0.036,-0.227, 0.496,-0.164, 0.864, 1.009, 1.457, 0.551, 0.768
 0.161, 0.916, 0.448, 0.916, 0.266, 0.559, 1.143, 1.236, 0.448, 1.045, 1.005, 0.977, 0.709,-0.005,-0.156,-0.222, 0.121, 0.117, 0.989, 0.538, 1.662, 0.846, 1.219
 2.940, 4.915, 1.855, 4.915, 2.586, 4.199, 3.013, 3.347, 1.855, 1.903, 1.935, 1.907, 1.860, 0.096, 0.076, 0.155, 0.093, 0.078, 0.003, 0.001, 0.012, 0.001, 0.001
 0.817, 0.878, 0.459, 0.878,-0.015, 1.359, 2.362, 0.584, 0.459, 0.928, 1.134, 1.230, 0.732, 0.001,-0.425, 0.139, 0.558,-0.133, 1.030, 1.076, 1.406, 0.758, 1.003
 1.683, 0.400, 0.421, 0.400, 0.091, 0.146, 0.244, 0.748, 0.421, 0.934, 0.981, 0.951, 0.668,-0.018,-0.155,-0.162,-0.075, 0.152, 1.006, 0.865, 1.594, 1.139, 1.027
 0.741, 1.061, 0.469, 1.061, 0.676, 1.457, 1.587, 0.868, 0.469, 0.942, 1.136, 1.187, 0.740,-0.000,-0.273, 0.125, 0.237,-0.046, 0.999, 2.108, 1.279, 0.469, 0.867
-0.303, 0.116, 0.444, 0.116, 0.770, 0.894,-1.195, 0.143, 0.444, 1.132, 1.209, 1.159, 0.704, 0.003, 0.289, 0.309,-0.528,-0.028, 0.722, 0.625, 0.414, 1.363, 0.601
 2.775, 3.380, 1.032, 3.380, 3.014, 3.544, 2.530, 2.066, 1.032, 1.909, 1.890, 1.891, 1.083,-0.061, 0.199, 0.268, 0.161,-0.466, 1.626, 0.007, 0.005, 0.002, 4.021
-1.003,-0.801, 0.475,-0.801,-0.747,-1.320,-0.943,-0.500, 0.475, 1.057, 1.165, 1.015, 0.743, 0.055,-0.021,-0.238,-0.067, 0.300, 1.340, 0.424, 0.640, 0.850, 2.596
 1.350, 0.921, 0.513, 0.921, 2.047, 1.834, 1.092,-0.361, 0.513, 1.165, 1.221, 1.244, 0.762,-0.101, 0.440, 0.365, 0.144,-0.728, 1.905, 0.436, 0.806, 0.297, 3.643
 0.722, 2.065, 0.583, 2.065, 3.408, 2.300,-0.719, 3.987, 0.583, 1.918, 1.157, 0.924, 1.908,-0.126, 0.464, 0.127,-2.026, 0.403, 1.926, 0.048, 0.761, 4.861, 0.070
-1.267,-0.843, 0.462,-0.843,-0.776,-1.705, 0.057,-0.926, 0.462, 1.040, 1.162, 0.973, 0.719, 0.077, 0.003,-0.357, 0.866,-0.064, 1.538, 0.697, 0.681, 5.300, 0.658
 1.536, 2.703, 0.765, 2.703, 1.898, 3.354, 2.728, 2.222, 0.765, 1.166, 1.969, 1.928, 1.083,-0.058,-0.700, 0.295, 0.234,-0.060, 1.418, 5.675, 0.059, 0.018, 0.879
-0.148,-0.268, 0.443,-0.268,-0.260, 0.906,-2.315,-0.024, 0.443, 0.978, 1.153, 1.890, 0.704, 0.001,-0.016, 0.490,-0.692, 0.113, 0.850, 1.178, 0.768, 0.024, 0.977
-0.436,-0.644, 0.453,-0.644, 0.043,-0.480,-0.611,-0.995, 0.453, 1.102, 0.991, 0.974, 0.717,-0.022, 0.156, 0.029, 0.012,-0.153, 0.797, 0.544, 0.778, 1.134, 0.994
-0.303,-0.237, 0.431,-0.237, 1.409, 0.381,-0.353,-1.191, 0.431, 1.187, 0.973, 0.947, 0.728,-0.003, 0.621, 0.357,-0.044,-0.474, 1.139, 0.578, 1.578, 1.024, 1.089
